ID Info,Initial Order,ASIN,URL,title,title_short,date_released,Release date,Maker Info,Brand,manufacturer,Model Name,item_model,cntry_of_origin,Is Discontinued By Manufacturer,Monetary Info,price_actual,price_list,Hardware,display_type,Operating System,Connectivity Technology,wireless_comm_stndrd,gps_raw,memory_capacity,memory_capacity_2,memory_capacity_mb,Battery,Battery Cell Composition,battery_type,batter_capacity,Battery Power Rating,Physical Features,Shape,Screen Size,Starting Units of Measurement,scrn_size_inch,item_weight_raw,raw_wght_units,weight_in_oz,prod_dim_raw,standing_screen_dsply_size,Style,Color,package_dmnsn,Display resolution,Scanner Resolution,"Info about Listing (ie. Review info, ratings, etc.)",rvw_avg,cutomer_reviews,cutomer_reviews_1,cutomer_reviews_2,cutomer_reviews_3,num_of_ratings,best_sellers_rank,dept,Language,,Special Feature,See More?,OS,Wireless communication technologies,Connectivity technologies,Special features,Display technology,Other display features,Human Interface Input,Whats in the box,Weight,WeightUnit,weight_oz,Ram Memory Installed Size,Ram_unit,ram_converted,,Age Range (Description),Compatible Devices,Case Material,Type of item,Target Audience,Form Factor,Manufacturer recommended age,Material,UPC
,86,B0CRHL8KHD,https://www.amazon.com/CARBINOX-Fitness-Waterproof-Compatible-Military/dp/B0CRHL8KHD/ref=zg_bs_g_7939901011_d_sccl_86/139-0075924-6532933?psc=1,"CARBINOX Vortex Smart Watch (Answer/Make Calls), Rugged Fitness Tracker IP69K Waterproof Compatible with Android and iOS Phone, 14 Days of Battery Military Durable with just 90 minutes of charging",CARBINOX_Vortex_Smart_Wat,1/4/2024,,,CARBINOX,Carbinox,Vortex,,China,,,$169.95,$189.90,,,,Bluetooth,Bluetooth,,,,,,Lithium Ion,1 Lithium Ion batteries required. (included),380 Milliamp Hours,,,Square,43.5,mm,1.713,9.5,ozm,9.5,,43.5 Millimeters,Tactical,,4.76 x 4.13 x 2.36 inches,,,,4.20,"4.2
403 ratings
4.2 out of 5 stars",4.2,403 ratings,4.2 out of 5 stars,403,"#4,124 in Electronics (See Top 100 in Electronics)
#110 in Smartwatches",Unisex-Adult,,,"Heart Rate, Stress level, Breathing Reminder, Activity Tracker, Steps Counter",FALSE,,,,,,,,,,,,,,,,,,,,,,,,
,53,,https://www.amazon.com/Fitbit-Advanced-Smartwatch-Management-Temperature/dp/B08DFCWVZ4/ref=zg_bs_g_7939901011_d_sccl_3/139-0075924-6532933?psc=1,"Fitbit Sense Advanced Smartwatch with Tools for Heart Health, Stress Management & Skin Temperature Trends, Carbon/Graphite, One Size (S & L Bands Included)",Fitbit_Sense_Advanced_Sma,,,,Fitbit,,,,,,,$177.00,$249.95,,,Android,"Bluetooth, GPS",Bluetooth,TRUE,6400,Mibyte,6.25,,Lithium Ion,,,,,Heart,1.58,in,1.58,,,,,,,,,,,,4.30,,,,,,,,,,"Time Display, Alarm Clock,GPS,Notifications,Heart Rate Monitor,Sleep Monitor, ECG, Heart Rate Monitor, Stress Tracking",FALSE,,,,,,,,,,,,,,,,,,,,,,,,
,82,,https://www.amazon.com/Fitbit-Advanced-Smartwatch-Management-Temperature/dp/B08DFLG5SP/ref=zg_bs_g_7939901011_d_sccl_82/139-0075924-6532933?psc=1,"Fitbit Sense Advanced Smartwatch with Tools for Heart Health, Stress Management & Skin Temperature Trends, White/Gold, One Size (S & L Bands Included)",Fitbit_Sense_Advanced_Sma,,,,,,,,,,,$177.00,$249.95,,,Android,Bluetooth,Bluetooth,TRUE,6400,Mibyte,6.25,,Lithium Ion,,266 Milliamp Hours,,,Heart,1.58,in,1.58,,,,,,,,,,,,4.20,,,,,,,,,,"Time Display, Sleep Monitor, ECG, Stress Tracking, GPS, Notifications, Heart Rate Monitor",FALSE,,,,,,,,,,,,,,,,,,,,,,,,
,70,B0CN2B6FNQ,https://www.amazon.com/Fitbit-Charge-Bundle-Protectors-Activity/dp/B0CN2B6FNQ/ref=zg_bs_g_7939901011_d_sccl_20/139-0075924-6532933?psc=1,"Fitbit Charge 6 Bundle - Fitbit Fitness Tracker Health Watch with 2 Screen Protectors, Extra Bands and Cloth - Fit Bit Smart Watches for Women & Men with Heart Rate Monitor, GPS and Activity Tracker",Fitbit_Charge_6_Bundle_-_,11/13/2023,,,Y&R Bundles,Y&R Bundles,Fitbit Charge 6,,Malaysia,,,$179.99,$199.99,,,,,Bluetooth,Gps enabled,,,,,Unknown,,,,,,1.34,in,1.34,7,ozm,7,,1.34 Inches,Modern,,11.69 x 7.09 x 2.17 inches,,,,4.20,"4.2
175 ratings
4.2 out of 5 stars",4.2,175 ratings,4.2 out of 5 stars,175,"#3,073 in Electronics (See Top 100 in Electronics)
#72 in Smartwatches",mens,,,Heart Rate Monitor,FALSE,,,,,,,,,,,,,,,,Adult,Smartphone,,,Unisex adult,,,,
,13,B0B4MWCFV4,https://www.amazon.com/Fitbit-Smartwatch-Readiness-Exercise-Tracking/dp/B0B4MWCFV4/ref=zg_bs_g_7939901011_d_sccl_13/139-0075924-6532933?psc=1,"Fitbit Versa 4 Fitness Smartwatch with Daily Readiness, GPS, 24/7 Heart Rate, 40+ Exercise Modes, Sleep Tracking and more, Black/Graphite, One Size (S & L Bands Included)",Fitbit_Versa_4_Fitness_Sm,9/23/2022,,,Fitbit,Fitbit Inc,,6514032,,,,$188.00,$199.95,,,iOS,Ethernet,Bluetooth,Built-in GPS,6400,Mibyte,6.25,,Lithium Ion,1 Lithium Ion batteries required.,,,,Heart,1.69,in,1.69,6.3,ozm,6.3,1.57 x 0.43 x 1.57 inches,1.69 Inches,,Black/Graphite,,,,,4.30,"4.3
11,793 ratings
4.3 out of 5 stars",4.3,"11,793 ratings",4.3 out of 5 stars,"11,793","#847 in Electronics (See Top 100 in Electronics)
#10 in Smartwatches",mens,,,"Activity Tracker, GPS, Heart Rate Monitor, Sleep Monitor, Daily Workout Memory, Water Resistant, Alarm Clock, Bluetooth, Text Messaging, Phone Call",FALSE,ios,Bluetooth,Ethernet,"Activity Tracker, GPS, Heart Rate Monitor, Sleep Monitor, Daily Workout Memory, Water Resistant, Alarm Clock, Bluetooth, Text Messaging, Phone Call",,Wireless,Touchscreen with Stylus Support,"Fitbit Versa 4 Fitness Smartwatch, S & L Bands, Charger",180,g,6.349,,,,,,,,,,,,,
,8,B09NWG459J,https://www.amazon.com/Apple-Watch-Starlight-Aluminum-Sport/dp/B09NWG459J/ref=zg_bs_g_7939901011_d_sccl_8/139-0075924-6532933?psc=1,"Apple Watch Series 7 (GPS, 41mm) Starlight Aluminum Case with Starlight Sport Band, Regular (Renewed)",Apple_Watch_Series_7_(GPS,12/20/2021,,,Apple,Apple Computer,"series 6,series 7",Apple Watch Series 7,,,,$188.99,$199.99,,,WatchOS,GPS,,Built-in GPS,,,,,Lithium Ion,1 Lithium Ion batteries required.,,,,"Apple,Heart",41,mm,1.614,4.6,ozm,4.6,8 x 5 x 3 inches,41 Millimeters,GPS,,,,,,4.30,"4.3
6,728 ratings
4.3 out of 5 stars",4.3,"6,728 ratings",4.3 out of 5 stars,"6,728","#945 in Electronics (See Top 100 in Electronics)
#4 in Renewed Smartwatches
#6 in Men's Smartwatches
#11 in Smartwatches",mens,,,"Activity Tracker, Heart Rate Monitor, Sleep Monitor, Blood Oxygen",FALSE,,,,,,,,,,,,,,,,,,,,,,,,
,42,B09NWDXS13,https://www.amazon.com/Apple-Watch-Midnight-Aluminum-Sport/dp/B09NWDXS13/ref=zg_bs_g_7939901011_d_sccl_42/139-0075924-6532933?psc=1,"Apple Watch Series 7 (GPS, 45mm) Midnight Aluminum Case with Midnight Sport Band (Renewed)",Apple_Watch_Series_7_(GPS,12/20/2021,,,Apple,Apple Computer,"series 6,series 7",Apple Watch Series 7,,No,,$189.00,$193.76,,,WatchOS,Cellular,,Built-in GPS,,,,,Lithium Ion,1 Lithium Ion batteries required. (included),,,,"Apple,Heart",45,mm,1.772,4.48,ozm,4.48,6 x 4 x 8 inches,45 Millimeters,modern,,,,,,4.30,"4.3
1,984 ratings
4.3 out of 5 stars",4.3,"1,984 ratings",4.3 out of 5 stars,"1,984","#1,628 in Electronics (See Top 100 in Electronics)
#5 in Renewed Smartwatches
#7 in Men's Smartwatches
#24 in Smartwatches",mens,,,"Activity Tracker, Heart Rate Monitor, Sleep Monitor, Blood Oxygen",FALSE,,,,,,,,,,,,,,,,,,,,,,,,
,23,B0B4N6B93J,https://www.amazon.com/Fitbit-Smartwatch-Readiness-Exercise-Tracking/dp/B0B4N6B93J/ref=zg_bs_g_7939901011_d_sccl_23/139-0075924-6532933?psc=1,"Fitbit Versa 4 Fitness Smartwatch with Daily Readiness, GPS, 24/7 Heart Rate, 40+ Exercise Modes, Sleep Tracking and more, Pink Sand/Copper Rose, One Size (S & L Bands Included)",Fitbit_Versa_4_Fitness_Sm,9/23/2022,,,Fitbit,Fitbit Inc,,6514035,,,,$193.99,Check Page,,,Android & iOS,"Bluetooth, GPS",Bluetooth,Built-in GPS,6400,Mibyte,6.25,,Lithium Ion,1 Lithium Ion batteries required.,,,,Heart,1.34,in,1.34,6.4,ozm,6.4,1.57 x 0.43 x 1.57 inches,1.34 Inches,,Pink Sand / Copper Rose,,,,,4.30,"4.3
11,793 ratings
4.3 out of 5 stars",4.3,"11,793 ratings",4.3 out of 5 stars,"11,793","#1,118 in Electronics (See Top 100 in Electronics)
#15 in Smartwatches",mens,,,"Sleep Monitor, Blood Pressure Monitor, Activity Tracker, Daily Workout Memory, Elevation Tracker, Heart Rate, Notifications, GPS",FALSE,Apple iOS 15 or higher. Android OS 9 or higher,Bluetooth,"Bluetooth, gps","Sleep Monitor, Blood Pressure Monitor, Activity Tracker, Daily Workout Memory, Elevation Tracker, Heart Rate, Notifications, GPS",,Wireless,Buttons,"Watch, Band",6.35,ozm,6.35,,,,,,,,,,,,,
,33,B0C78ZR22C,https://www.amazon.com/SAMSUNG-Bluetooth-Smartwatch-Personalized-Advanced/dp/B0C78ZR22C/ref=zg_bs_g_7939901011_d_sccl_33/139-0075924-6532933?psc=1,"SAMSUNG Galaxy Watch 6 40mm Bluetooth Smartwatch, Fitness Tracker, Personalized HR Zones, Advanced Sleep Coaching, Heart Monitor, BIA Sensor for Health Wellness Insights, Big Screen, US Version, Gold",SAMSUNG_Galaxy_Watch_6_40,7/26/2023,,,SAMSUNG,SAMSUNG,,SM-R930NZEAXAA,Vietnam,,,$199.99,$299.99,,,Android,"Bluetooth, Wi-Fi",Bluetooth,TRUE,16000,Mibyte,15.625,,Lithium Ion,1 Lithium Ion batteries required. (included),,,,Round,40,mm,1.575,6.3,ozm,6.3,,40 Millimeters,,Gold,11.5 x 2.32 x 1.22 inches,,,,4.50,"4.5
5,227 ratings
4.5 out of 5 stars",4.5,"5,227 ratings",4.5 out of 5 stars,"5,227","#3,474 in Electronics (See Top 100 in Electronics)
#89 in Smartwatches",,,,"Heart Rate, Body Fat, Breathable",FALSE,Android,Bluetooth,"Bluetooth, Wi-Fi","Heart Rate, Body Fat, Breathable",,Wireless,Touchscreen,"Watch Strap, Galaxy Watch Charger, Watch Body",0.18,kg,6.349,1500,Mibyte,1.464844,,,,,,,,,,
,10,B0C792QRW6,https://www.amazon.com/SAMSUNG-Bluetooth-Smartwatch-Personalized-Advanced/dp/B0C792QRW6/ref=zg_bs_g_7939901011_d_sccl_10/139-0075924-6532933?psc=1,"SAMSUNG Galaxy Watch 6 40mm Bluetooth Smartwatch, Fitness Tracker, Personalized HR Zones, Advanced Sleep Coaching, Heart Monitor, BIA Sensor, Health Wellness Insights, Big Screen, US Version, Graphite",SAMSUNG_Galaxy_Watch_6_40,7/26/2023,,,SAMSUNG,SAMSUNG,Galaxy Watch 6,SM-R930NZKAXAA,Vietnam,,,$199.99,$299.99,,,Android,"Bluetooth, Wi-Fi",Bluetooth,TRUE,,,,,Lithium Ion,1 Lithium Ion batteries required. (included),,,,Round,40,mm,1.575,5.9,ozm,5.9,,40 Millimeters,,Graphite,10.87 x 4.21 x 2.32 inches,,,,4.50,"4.5
5,227 ratings
4.5 out of 5 stars",4.5,"5,227 ratings",4.5 out of 5 stars,"5,227","#1,863 in Electronics (See Top 100 in Electronics)
#31 in Smartwatches",,English,,Sleep Monitor,FALSE,Android,Bluetooth,"Bluetooth, Wi-Fi",Sleep Monitor,,Wireless,Touchscreen,"Watch Strap, Galaxy Watch Charger, Watch Body",,,,,,,,,,,,,,,,
,18,,https://www.amazon.com/Apple-Smartwatch-Midnight-Aluminum-Detection/dp/B0CHXH39GN/ref=zg_bs_g_7939901011_d_sccl_18/139-0075924-6532933?psc=1,"Apple Watch SE (2nd Gen) [GPS 44mm] Smartwatch with Midnight Aluminum Case with Midnight Sport Band M/L. Fitness & Sleep Tracker, Crash Detection, Heart Rate Monitor",Apple_Watch_SE_(2nd_Gen)_,,,,Apple,,"Apple Watch SE (2nd Generation, GPS)",,,,,$219.00,$279.00,,,,Wi-Fi,,Built-in GPS,,,,,Lithium Ion,,,,,Rectangular,44,mm,1.732,,,,,,M/L - fits 160–210mm wrists,Midnight Aluminum Case with Midnight Sport Band,,,,,4.60,,,,,,,,,,"Cycle Tracking, Activity Tracker, GPS, Voice Control, Heart Rate Monitor",FALSE,,,,,,,,,,,,,,,,,,,,,,,,
,51,B0C797946T,https://www.amazon.com/SAMSUNG-Bluetooth-Smartwatch-Personalized-Advanced/dp/B0C797946T/ref=zg_bs_g_7939901011_d_sccl_1/139-0075924-6532933?psc=1,"SAMSUNG Galaxy Watch 6 44mm Bluetooth Smartwatch, Fitness Tracker, Personalized HR Zones, Advanced Sleep Coaching, Heart Monitor, BIA Sensor, Health Wellness Insights, Big Screen, US Version, Graphite",SAMSUNG_Galaxy_Watch_6_44,7/26/2023,,,SAMSUNG,SAMSUNG,,SM-R940NZKAXAA,Vietnam,,,$229.99,$329.99,,,Android,"Bluetooth, Wi-Fi",Bluetooth,TRUE,16000,Mibyte,15.625,,Lithium Ion,1 Lithium Ion batteries required. (included),,,,Round,44,mm,1.732,1.17,ozm,1.17,1.5 x 2.5 x 11 inches,44 Millimeters,,Graphite,,,,,4.50,"4.5
5,227 ratings
4.5 out of 5 stars",4.5,"5,227 ratings",4.5 out of 5 stars,"5,227","#2,700 in Electronics (See Top 100 in Electronics)
#62 in Smartwatches",,English,,"Skin Friendly, Body Fat, Breathable",FALSE,Android,Bluetooth,"Bluetooth, Wi-Fi","Skin Friendly, Body Fat, Breathable",,Wireless,Touchscreen,"Watch Strap, Galaxy Watch Charger, Watch Body",33.3,g,1.175,1.5,Gibyte,1.5,,,,,,,,,,
,39,,https://www.amazon.com/Fitbit-Advanced-Smartwatch-Graphite-Included/dp/B0B4N2T7GL/ref=zg_bs_g_7939901011_d_sccl_39/139-0075924-6532933?psc=1,"Fitbit Sense 2 Advanced Health and Fitness Smartwatch with Tools to Manage Stress and Sleep, ECG App, SpO2, 24/7 Heart Rate and GPS, Shadow Grey/Graphite, One Size (S & L Bands Included)",Fitbit_Sense_2_Advanced_H,,,,,,,,,,,$233.95,$299.95,,,iOS,Bluetooth,Bluetooth,Built-in GPS,6400,Mibyte,6.25,,Lithium Ion,,162 Milliamp Hours,,,Heart,1.69,in,1.69,,,,,,,,,,,,4.20,,,,,,,,,,"Activity Tracker, Stress Tracking, Sleep Monitor, ECG, Heart Rate Monitor, GPS, Notifications, Phone Call, Text Messaging, Bluetooth",FALSE,,,,,,,,,,,,,,,,,,,,,,,,
,12,B0CG6NR413,https://www.amazon.com/Garmin-v%C3%ADvoactive-Fitness-Smartwatch-Display/dp/B0CG6NR413/ref=zg_bs_g_7939901011_d_sccl_12/139-0075924-6532933?psc=1,"Garmin vívoactive 5, Health and Fitness GPS Smartwatch, AMOLED Display, Up to 11 Days of Battery, Black","Garmin_vívoactive_5,_Heal",9/20/2023,,,Garmin,Garmin,,010-02862-10,Taiwan,,,$273.59,$299.99,,,Android & iOS,"Bluetooth, Wi-Fi, USB",Bluetooth,Built-in GPS,4,Gibyte,4,,Lithium Polymer,1 Lithium Polymer batteries required. (included),,,,Round,1.2,in,1.2,1.3,ozm,1.3,1.7 x 1.7 x 0.43 inches,1.2 Inches,,Black,,390 x 390,390 x 390,,4.40,"4.4
2,562 ratings
4.4 out of 5 stars",4.4,"2,562 ratings",4.4 out of 5 stars,"2,562","#1,346 in Electronics (See Top 100 in Electronics)
#18 in Smartwatches",mens,Multiple Languages,,"Touchscreen, Bluetooth",FALSE,Android & iOS,"Bluetooth, Wi-Fi","Bluetooth, Wi-Fi, USB","Touchscreen, Bluetooth",AMOLED,Wireless,"Touchscreen, Buttons","vívoactive 5, charging/data cable, documentation",1.3,ozm,1.3,,,,,,,,,,,,,
,75,B0D1YNVD88,https://www.amazon.com/SAMSUNG-Bluetooth-Smartwatch-Wellness-Manufacturer/dp/B0D1YNVD88/ref=zg_bs_g_7939901011_d_sccl_25/139-0075924-6532933?psc=1,"SAMSUNG Galaxy Watch 7 40mm Bluetooth AI Smartwatch w/Energy Score, Wellness Tips, Heart Rate Tracking, Sleep Monitor, Fitness Tracker, 2024, Cream [US Version, 1Yr Manufacturer Warranty]",SAMSUNG_Galaxy_Watch_7_40,7/10/2024,,,,SAMSUNG,,,Vietnam,,,$279.99,$299.99,,,,,,,,,,,Unknown,,,,,,,,,5.9,ozm,5.9,,,,Cream,11.5 x 2.36 x 1.26 inches,,,,4.30,"4.3
294 ratings
4.3 out of 5 stars",4.3,294 ratings,4.3 out of 5 stars,294,"#2,310 in Electronics (See Top 100 in Electronics)
#52 in Smartwatches",,,,,FALSE,,,Bluetooth,"Touchscreen, Lightweight",,Wireless,,"Watch Strap, Galaxy Watch Charger, Watch Body",,,,,,,,,,,,,,,,
,19,B0CTD9B3HB,https://www.amazon.com/Apple-Watch-Cellular-Aluminum-Medium/dp/B0CTD9B3HB/ref=zg_bs_g_7939901011_d_sccl_19/139-0075924-6532933?psc=1,Apple Watch Series 9 45mm (GPS + Cellular) Aluminum Black with Medium/Large Black Sport Band,Apple_Watch_Series_9_45mm,1/26/2024,,,Apple,Apple,Apple Watch Series 9,MRMD3LL/A,,,,$289.99,$319.99,,,WatchOS,"Cellular, Wi-Fi",,Built-in GPS,,,,,Lithium Ion,1 Lithium Ion batteries required. (included),,,,Rectangular,45,mm,1.772,7.4,ozm,7.4,6 x 4 x 4 inches,45 Millimeters,M/L - fits 160–210mm wrists,,,,,,4.30,"4.3
510 ratings
4.3 out of 5 stars",4.3,510 ratings,4.3 out of 5 stars,510,"#768 in Electronics (See Top 100 in Electronics)
#3 in Renewed Smartwatches
#9 in Smartwatches
#21 in Electronics & Gadgets",mens,,,"Cycle Tracking, Activity Tracker, GPS, Voice Control, Heart Rate Monitor",FALSE,,,,,,,,,,,,,,,,,,,,,,,,
,54,B0CG6NBJ61,https://www.amazon.com/Garmin-v%C3%ADvoactive-Fitness-Smartwatch-Display/dp/B0CG6NBJ61/ref=zg_bs_g_7939901011_d_sccl_4/139-0075924-6532933?psc=1,"Garmin vívoactive 5, Health and Fitness GPS Smartwatch, AMOLED Display, Up to 11 Days of Battery, Ivory","Garmin_vívoactive_5,_Heal",9/20/2023,,,,Garmin,,010-02862-11,,,,$299.99,$59.95,,,Android & iOS,"Bluetooth, Wi-Fi, USB",Bluetooth,Built-in GPS,4,Gibyte,4,,Lithium Polymer,1 Lithium Polymer batteries required. (included),4 Milliamp Hours,,,Round,1.2,in,1.2,1.3,ozm,1.3,1.7 x 1.7 x 0.43 inches,1.2 Inches,,Ivory,,390 x 390,,,4.40,"4.4
2,562 ratings
4.4 out of 5 stars",4.4,"2,562 ratings",4.4 out of 5 stars,"2,562","#2,217 in Electronics (See Top 100 in Electronics)
#46 in Smartwatches",mens,,,"Touchscreen, Bluetooth",FALSE,Android & iOS,"Bluetooth, Wi-Fi","Bluetooth, Wi-Fi, USB","Touchscreen, Bluetooth",AMOLED,Wireless,"Touchscreen, Buttons","vívoactive 5, charging/data cable, documentation",1.3,ozm,1.3,,,,,,,,,,,,,
,93,B0D1YQ3MML,https://www.amazon.com/SAMSUNG-Bluetooth-Smartwatch-Wellness-Manufacturer/dp/B0D1YQ3MML/ref=zg_bs_g_7939901011_d_sccl_93/139-0075924-6532933?psc=1,"SAMSUNG Galaxy Watch 7 44mm Bluetooth AI Smartwatch w/Energy Score, Wellness Tips, Heart Rate Tracking, Sleep Monitor, Fitness Tracker, 2024, Green [US Version, 1Yr Manufacturer Warranty]",SAMSUNG_Galaxy_Watch_7_44,7/10/2024,,,,SAMSUNG,,,,,,$307.99,$329.99,,,,,,,,,,,Unknown,,,,,,,,,6.3,ozm,6.3,,,,Green,11.42 x 2.44 x 1.14 inches,,,,4.30,"4.3
294 ratings
4.3 out of 5 stars",4.3,294 ratings,4.3 out of 5 stars,294,"#3,658 in Electronics (See Top 100 in Electronics)
#96 in Smartwatches",,,,,FALSE,,,Bluetooth,"Touchscreen, Lightweight",,Wireless,,"Watch Strap, Galaxy Watch Charger, Watch Body",,,,,,,,,,,,,,,,
,59,,https://www.amazon.com/Apple-Watch-Midnight-Aluminum-Always/dp/B0BDJBG74R/ref=zg_bs_g_7939901011_d_sccl_9/139-0075924-6532933?psc=1,"Apple Watch Series 8 [GPS 41mm] Smart Watch w/Midnight Aluminum Case with Midnight Sport Band - S/M. Fitness Tracker, Blood Oxygen & ECG Apps, Always-On Retina Display, Water Resistant",Apple_Watch_Series_8_[GPS,,,,Apple,,Apple Watch Series 8,,,,,$335.49,$399.00,,,WatchOS,USB,,Built-in GPS,32,Gibyte,32,,Lithium Ion,,,,,Square,41,mm,1.614,,,,,,,,,,,,4.70,,,,,,,,,,"Activity Tracker, Heart Rate Monitor, Sleep Monitor, Blood Oxygen",FALSE,,,,,,,,,,,,,,,,,,,,,,,,
,83,,https://www.amazon.com/Apple-Smartwatch-Aluminum-Fitness-Tracker/dp/B0CHX7DCYV/ref=zg_bs_g_7939901011_d_sccl_83/139-0075924-6532933?psc=1,"Apple Watch Series 9 [GPS 45mm] Smartwatch with Pink Aluminum Case with Pink Sport Loop. Fitness Tracker, Blood Oxygen & ECG Apps, Always-On Retina Display, Carbon Neutral",Apple_Watch_Series_9_[GPS,,,,Apple,,Apple Watch Series 9,,,,,$429.00,Check Page,,,WatchOS,Wi-Fi,,Built-in GPS,,,,,Lithium Ion,,,,,Rectangular,45,mm,1.772,,,,,,M/L - fits 145–220mm wrists,,,,,,4.70,,,,,,,,,,"Cycle Tracking, Activity Tracker, GPS, Voice Control, Heart Rate Monitor",FALSE,,,,,,,,,,,,,,,,,,,,,,,,
,67,,https://www.amazon.com/Apple-Cellular-Smartwatch-Midnight-Aluminum/dp/B0CSV94WBT/ref=zg_bs_g_7939901011_d_sccl_17/139-0075924-6532933?psc=1,"Apple Watch Series 9 [GPS + Cellular 45mm] Smartwatch with Midnight Aluminum Case with Midnight Sport Loop. Fitness Tracker, ECG Apps, Always-On Retina Display, Carbon Neutral",Apple_Watch_Series_9_[GPS,,,,Apple,,Apple Watch Series 9 (GPS + Cellular),,,,,$569.00,Check Page,,,WatchOS,Wi-Fi,,,,,,,Lithium Ion,,,,,Rectangular,45,mm,1.772,,,,,,One Size - fits 145–220mm wrists,Midnight Aluminum Case with Midnight Sport Loop,,,,,4.60,,,,,,,,,,"Cycle Tracking, Activity Tracker, GPS, Voice Control, Heart Rate Monitor",FALSE,,,,,,,,,,,,,,,,,,,,,,,,
,44,B0D1YL96ND,https://www.amazon.com/SAMSUNG-Smartwatch-Wellness-Tracking-Manufacturer/dp/B0D1YL96ND/ref=zg_bs_g_7939901011_d_sccl_44/139-0075924-6532933?psc=1,"SAMSUNG Galaxy Watch Ultra 47mm LTE AI Smartwatch w/Energy Score, Wellness Tips, Heart Rate Tracking, Sleep Monitor, Fitness Tracker, GPS, 2024,Titanium Gray [US Version, 1Yr Manufacturer Warranty]",SAMSUNG_Galaxy_Watch_Ultr,7/10/2024,,,,SAMSUNG,,,,,,$589.99,$649.99,,,,,,,,,,,Unknown,,,,,,,,,10.2,ozm,10.2,,,,Titanium Gray,7.4 x 2.76 x 2.13 inches,,,,4.30,"4.3
294 ratings
4.3 out of 5 stars",4.3,294 ratings,4.3 out of 5 stars,294,"#2,026 in Electronics (See Top 100 in Electronics)
#12 in Men's Smartwatches
#43 in Smartwatches",mens,,,,FALSE,,,"Cellular, Bluetooth","Touchscreen, Lightweight",,Wireless,Touchscreen,"Watch Strap, Galaxy Watch Charger, Watch Body",,,,,,,,,,,,,,,,
,20,,https://www.amazon.com/Apple-Cellular-Smartwatch-Precision-Extra-Long/dp/B0CSVB9C5G/ref=zg_bs_g_7939901011_d_sccl_20/139-0075924-6532933?psc=1,"Apple Watch Ultra 2 [GPS + Cellular 49mm] Smartwatch with Rugged Titanium Case & Blue Ocean Band One Size. Fitness Tracker, Precision GPS, Action Button, Extra-Long Battery Life, Bright Retina Display",Apple_Watch_Ultra_2_[GPS_,,,,Apple,,Apple Watch Ultra 2 (GPS + Cellular),,,,,$689.00,$799.00,,,WatchOS,Wi-Fi,,Built-in GPS,,,,,Lithium Ion,,,,,Rectangular,49,mm,1.929,,,,,,Hybrid,,,,,,4.70,,,,,,,,,,"Cycle Tracking, Activity Tracker, GPS, Voice Control, Heart Rate Monitor",FALSE,,,,,,,,,,,,,,,,,,,,,,,,
,79,B09JBC4SZB,https://www.amazon.com/Samsung-Classic-Smartwatch-Detection-Bluetooth/dp/B09JBC4SZB/ref=zg_bs_g_7939901011_d_sccl_29/139-0075924-6532933?psc=1,"Samsung Galaxy Watch 4 Classic 42mm Smartwatch with ECG Monitor Tracker for Health Fitness Running Sleep Cycles GPS Fall Detection Bluetooth US Version, Black (Renewed)",Samsung_Galaxy_Watch_4_Cl,10/12/2021,,,SAMSUNG,Samsung Electronics,,Galaxy Watch4 Classic,USA,,,,$79.97,,,WearOS,Bluetooth,Bluetooth,TRUE,16,Gibyte,16,,Lithium Ion,1 Lithium Ion batteries required.,,,,Round,1.2,in,1.2,11.97,g,0.422,7 x 4 x 5 inches,1.2 Inches,,,,,,,4.30,"4.3
1,263 ratings
4.3 out of 5 stars",4.3,"1,263 ratings",4.3 out of 5 stars,"1,263","#5,683 in Electronics (See Top 100 in Electronics)
#25 in Renewed Smartwatches
#37 in Men's Smartwatches
#152 in Smartwatches",mens,,,"1.19"" Super AMOLED, Bluetooth & Wi-Fi Connectivity, Sweat-Resistant Construction, Durable Stainless Steel Construction",FALSE,,,,,,,,,,,,,,,,,,,,,,,,
,96,B0CTD9KQTB,https://www.amazon.com/Apple-Watch-Ultra-Cellular-49mm/dp/B0CTD9KQTB/ref=zg_bs_g_7939901011_d_sccl_96/139-0075924-6532933?psc=1,"Apple Watch Ultra 2 [GPS + Cellular, 49mm] - Titanium Case With White Ocean Band, One Size (Renewed)",Apple_Watch_Ultra_2_[GPS_,1/26/2024,,,Apple,Apple Computer,,,,,,,$569.99,,,iOS,"Cellular, Wi-Fi",Bluetooth,,32,Gibyte,32,,Lithium Ion,1 Lithium Ion batteries required.,564 Amp Hours,,,Rectangular,49,mm,1.929,7.4,ozm,7.4,6 x 4 x 4 inches,49 Millimeters,,,,,,,4.10,"4.1
113 ratings
4.1 out of 5 stars",4.1,113 ratings,4.1 out of 5 stars,113,"#5,063 in Electronics (See Top 100 in Electronics)
#24 in Renewed Smartwatches
#62 in Electronics & Gadgets
#67 in Activity & Fitness Trackers",mens,,,"Cycle Tracking, Activity Tracker, GPS, Voice Control, Heart Rate Monitor",FALSE,,,,,,,,,,,,,,,,,,,,,,,,
